Time	bounds_k1 (1)	bounds_ub_R1 (1)	C (1)	model_C (1)	model_D (1)	ub_R1 (1)	update_C (1)	update_R3 (1)	vR3 (1)
47.9	-0.2	0.008229747049	0.6563133623	0.6563133623	9.034302691	0.008229747049	0.6563133623	0.1	0.008395999
48	-0.2	0.008229747049	0.6571773181	0.6571773181	9.041132464	0.008229747049	0.6571773181	0.1	0.008229747
48.1	-0.2	0.008066787139	0.6506708268	0.6506708268	9.047447114	0.008066787139	0.6506708268	0.1	0.008229747
48.2	-0.2	0.008066787139	0.6449634364	0.6449634364	9.054161589	0.008066787139	0.6449634364	0.1	0.008066787
48.3	-0.2	0.007907054052	0.6457776928	0.6457776928	9.060492689	0.007907054052	0.6457776928	0.1	0.008066787
48.4	-0.2	0.007907054052	0.6394000386	0.6394000386	9.067078327	0.007907054052	0.6394000386	0.1	0.007907054
48.5	-0.2	0.007750483891	0.6337737155	0.6337737155	9.073295767	0.007750483891	0.6337737155	0.1	0.007907054
48.6	-0.2	0.007750483891	0.6345718485	0.6345718485	9.079897529	0.007750483891	0.6345718485	0.1	0.007750484
48.7	-0.2	0.007597014028	0.6282891664	0.6282891664	9.08598805	0.007597014028	0.6282891664	0.1	0.007750484
48.8	-0.2	0.007597014028	0.6227742519	0.6227742519	9.092478403	0.007597014028	0.6227742519	0.1	0.007597014
48.9	-0.2	0.007446583071	0.6235258868	0.6235258868	9.098584108	0.007446583071	0.6235258868	0.1	0.007597014
49	-0.2	0.007446583071	0.6173676101	0.6173676101	9.104950056	0.007446583071	0.6173676101	0.1	0.007446583
49.1	-0.2	0.007299130847	0.6119318121	0.6119318121	9.110945951	0.007299130847	0.6119318121	0.1	0.007446583
49.2	-0.2	0.007299130847	0.6126685636	0.6126685636	9.117326782	0.007299130847	0.6126685636	0.1	0.007299131
49.3	-0.2	0.007154598372	0.6066027386	0.6066027386	9.123200139	0.007154598372	0.6066027386	0.1	0.007299131
49.4	-0.2	0.007154598372	0.6012745765	0.6012745765	9.129473334	0.007154598372	0.6012745765	0.1	0.007154598
49.5	-0.2	0.007012927833	0.601967833	0.601967833	9.135360696	0.007012927833	0.601967833	0.1	0.007154598
49.6	-0.2	0.007012927833	0.5960221193	0.5960221193	9.14151378	0.007012927833	0.5960221193	0.1	0.007012928
49.7	-0.2	0.006874062557	0.5907711277	0.5907711277	9.147295065	0.006874062557	0.5907711277	0.1	0.007012928
49.8	-0.2	0.006874062557	0.5914506567	0.5914506567	9.153461875	0.006874062557	0.5914506567	0.1	0.006874063
49.9	-0.2	0.006737946999	0.5855949031	0.5855949031	9.159124866	0.006737946999	0.5855949031	0.1	0.006874063
50	-0.2	0.006737946999	0.5804478881	0.5804478881	9.165187701	0.006737946999	0.5804478881	0.1	0.006737947
