time	[A]	[C]	[D]	[dummy_S]	[fba__A]	[fba__B1]	[fba__B2]	[fba__C]	R4	dummy_EX_A	dummy_EX_C	fba__R1	fba__R2	fba__R3	update__update_A	update__update_C	EX_A	EX_C	bounds__k1	bounds__lb_default	dt	fba__ub_default	fba__zero	k_R4	lb_EX_A	lb_EX_C	ub_EX_A	ub_EX_C	ub_R1
10.0	5.22998590041	2.56997907707	2.20003502204	0.0	0.0	0.0	0.0	0.0	0.256997907707	-0.165290837863	0.165290837863	0.165290837863	0.165290837863	0.165290837863	0.165290837863	-0.165290837863	-0.165290837863	0.165290837863	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-52.2998590041	-25.6997907707	1000.0	1000.0	0.135327604828
11.0	5.09465829558	2.45419395714	2.45114774681	0.0	0.0	0.0	0.0	0.0	0.245419395714	-0.135327604828	0.135327604828	0.135327604828	0.135327604828	0.135327604828	0.135327604828	-0.135327604828	-0.135327604828	0.135327604828	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-50.9465829558	-24.5419395714	1000.0	1000.0	0.110795989911
12.0	4.98386230567	2.3260822809	2.69005541295	0.0	0.0	0.0	0.0	0.0	0.23260822809	-0.110795989911	0.110795989911	0.110795989911	0.110795989911	0.110795989911	0.110795989911	-0.110795989911	-0.110795989911	0.110795989911	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-49.8386230567	-23.260822809	1000.0	1000.0	0.0907113666428
13.0	4.89315093903	2.1910489701	2.9158000904	0.0	0.0	0.0	0.0	0.0	0.21910489701	-0.0907113666428	0.0907113666428	0.0907113666428	0.0907113666428	0.0907113666428	0.0907113666428	-0.0907113666428	-0.0907113666428	0.0907113666428	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-48.9315093903	-21.910489701	1000.0	1000.0	0.0742676004054
14.0	4.81888333862	2.05321745606	3.12789920484	0.0	0.0	0.0	0.0	0.0	0.205321745606	-0.0742676004054	0.0742676004054	0.0742676004054	0.0742676004054	0.0742676004054	0.0742676004054	-0.0742676004054	-0.0742676004054	0.0742676004054	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-48.1888333862	-20.5321745606	1000.0	1000.0	0.060804690751
15.0	4.75807864787	1.91569069602	3.32623065563	0.0	0.0	0.0	0.0	0.0	0.191569069602	-0.060804690751	0.060804690751	0.060804690751	0.060804690751	0.060804690751	0.060804690751	-0.060804690751	-0.060804690751	0.060804690751	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-47.5807864787	-19.1569069602	1000.0	1000.0	0.0497822800464
16.0	4.70829636783	1.78076214016	3.51094149155	0.0	0.0	0.0	0.0	0.0	0.178076214016	-0.0497822800464	0.0497822800464	0.0497822800464	0.0497822800464	0.0497822800464	0.0497822800464	-0.0497822800464	-0.0497822800464	0.0497822800464	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-47.0829636783	-17.8076214016	1000.0	1000.0	0.0407579647462
17.0	4.66753840308	1.65008598267	3.68237561378	0.0	0.0	0.0	0.0	0.0	0.165008598267	-0.0407579647462	0.0407579647462	0.0407579647462	0.0407579647462	0.0407579647462	0.0407579647462	-0.0407579647462	-0.0407579647462	0.0407579647462	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-46.6753840308	-16.5008598267	1000.0	1000.0	0.0333695385065
18.0	4.63416886457	1.52481431335	3.8410168216	0.0	0.0	0.0	0.0	0.0	0.152481431335	-0.0333695385065	0.0333695385065	0.0333695385065	0.0333695385065	0.0333695385065	0.0333695385065	-0.0333695385065	-0.0333695385065	0.0333695385065	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-46.3416886457	-15.2481431335	1000.0	1000.0	0.0273204542888
19.0	4.60684841029	1.40570738267	3.98744420658	0.0	0.0	0.0	0.0	0.0	0.140570738267	-0.0273204542888	0.0273204542888	0.0273204542888	0.0273204542888	0.0273204542888	0.0273204542888	-0.0273204542888	-0.0273204542888	0.0273204542888	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-46.0684841029	-14.0570738267	1000.0	1000.0	0.022367921878
20.0	4.58448048841	1.29322204695	4.12229746417	0.0	0.0	0.0	0.0	0.0	0.129322204695	-0.022367921878	0.022367921878	0.022367921878	0.022367921878	0.022367921878	0.022367921878	-0.022367921878	-0.022367921878	0.022367921878	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.8448048841	-12.9322204695	1000.0	1000.0	0.0183131630547
21.0	4.56616732535	1.18758252344	4.24625015074	0.0	0.0	0.0	0.0	0.0	0.118758252344	-0.0183131630547	0.0183131630547	0.0183131630547	0.0183131630547	0.0183131630547	0.0183131630547	-0.0183131630547	-0.0183131630547	0.0183131630547	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.6616732535	-11.8758252344	1000.0	1000.0	0.0149934332769
22.0	4.55117389208	1.0888368196	4.35998928785	0.0	0.0	0.0	0.0	0.0	0.10888368196	-0.0149934332769	0.0149934332769	0.0149934332769	0.0149934332769	0.0149934332769	0.0149934332769	-0.0149934332769	-0.0149934332769	0.0149934332769	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.5117389208	-10.888368196	1000.0	1000.0	0.0122754896441
23.0	4.53889840243	0.996901576479	4.46420002062	0.0	0.0	0.0	0.0	0.0	0.0996901576479	-0.0122754896441	0.0122754896441	0.0122754896441	0.0122754896441	0.0122754896441	0.0122754896441	-0.0122754896441	-0.0122754896441	0.0122754896441	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.3889840243	-9.96901576479	1000.0	1000.0	0.0100502429617
24.0	4.52884815947	0.911597555258	4.5595542848	0.0	0.0	0.0	0.0	0.0	0.0911597555258	-0.0100502429617	0.0100502429617	0.0100502429617	0.0100502429617	0.0100502429617	0.0100502429617	-0.0100502429617	-0.0100502429617	0.0100502429617	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.2884815947	-9.11597555258	1000.0	1000.0	0.00822837925889
25.0	4.52061978021	0.832677580206	4.64670263911	0.0	0.0	0.0	0.0	0.0	0.0832677580206	-0.00822837925889	0.00822837925889	0.00822837925889	0.00822837925889	0.00822837925889	0.00822837925889	-0.00822837925889	-0.00822837925889	0.00822837925889	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.2061978021	-8.32677580206	1000.0	1000.0	0.00673677501922
26.0	4.51388300519	0.759848411061	4.72626858328	0.0	0.0	0.0	0.0	0.0	0.0759848411061	-0.00673677501922	0.00673677501922	0.00673677501922	0.00673677501922	0.00673677501922	0.00673677501922	-0.00673677501922	-0.00673677501922	0.00673677501922	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.1388300519	-7.59848411061	1000.0	1000.0	0.00551556224341
27.0	4.50836744295	0.692787741019	4.79884481556	0.0	0.0	0.0	0.0	0.0	0.0692787741019	-0.00551556224341	0.00551556224341	0.00551556224341	0.00551556224341	0.00551556224341	0.00551556224341	-0.00551556224341	-0.00551556224341	0.00551556224341	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.0836744295	-6.92787741019	1000.0	1000.0	0.00451572554543
28.0	4.5038517174	0.631157290465	4.86499099166	0.0	0.0	0.0	0.0	0.0	0.0631157290465	-0.00451572554543	0.00451572554543	0.00451572554543	0.00451572554543	0.00451572554543	0.00451572554543	-0.00451572554543	-0.00451572554543	0.00451572554543	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.038517174	-6.31157290465	1000.0	1000.0	0.00369713483693
29.0	4.50015458257	0.574612782507	4.92523263446	0.0	0.0	0.0	0.0	0.0	0.0574612782507	-0.00369713483693	0.00369713483693	0.00369713483693	0.00369713483693	0.00369713483693	0.00369713483693	-0.00369713483693	-0.00369713483693	0.00369713483693	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-45.0015458257	-5.74612782507	1000.0	1000.0	0.00302693463831
30.0	4.49712764793	0.522811436426	4.98006091518	0.0	0.0	0.0	0.0	0.0	0.0522811436426	-0.00302693463831	0.00302693463831	0.00302693463831	0.00302693463831	0.00302693463831	0.00302693463831	-0.00302693463831	-0.00302693463831	0.00302693463831	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.9712764793	-5.22811436426	1000.0	1000.0	0.00247822536881
31.0	4.49464942256	0.475417493108	5.02993308386	0.0	0.0	0.0	0.0	0.0	0.0475417493108	-0.00247822536881	0.00247822536881	0.00247822536881	0.00247822536881	0.00247822536881	0.00247822536881	-0.00247822536881	-0.00247822536881	0.00247822536881	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.9464942256	-4.75417493108	1000.0	1000.0	0.00202898368667
32.0	4.49262043887	0.432106187219	5.07527337344	0.0	0.0	0.0	0.0	0.0	0.0432106187219	-0.00202898368667	0.00202898368667	0.00202898368667	0.00202898368667	0.00202898368667	0.00202898368667	-0.00202898368667	-0.00202898368667	0.00202898368667	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.9262043887	-4.32106187219	1000.0	1000.0	0.00166117854553
33.0	4.49095926033	0.392566500193	5.11647423901	0.0	0.0	0.0	0.0	0.0	0.0392566500193	-0.00166117854553	0.00166117854553	0.00166117854553	0.00166117854553	0.00166117854553	0.00166117854553	-0.00166117854553	-0.00166117854553	0.00166117854553	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.9095926033	-3.92566500193	1000.0	1000.0	0.00136004748832
34.0	4.48959921284	0.35650296253	5.15389782416	0.0	0.0	0.0	0.0	0.0	0.035650296253	-0.00136004748832	0.00136004748832	0.00136004748832	0.00136004748832	0.00136004748832	0.00136004748832	-0.00136004748832	-0.00136004748832	0.00136004748832	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8959921284	-3.5650296253	1000.0	1000.0	0.00111350413155
35.0	4.48848570871	0.323636720734	5.18787757009	0.0	0.0	0.0	0.0	0.0	0.0323636720734	-0.00111350413155	0.00111350413155	0.00111350413155	0.00111350413155	0.00111350413155	0.00111350413155	-0.00111350413155	-0.00111350413155	0.00111350413155	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8848570871	-3.23636720734	1000.0	1000.0	0.000911653058312
36.0	4.48757405565	0.293706041071	5.21871990281	0.0	0.0	0.0	0.0	0.0	0.0293706041071	-0.000911653058312	0.000911653058312	0.000911653058312	0.000911653058312	0.000911653058312	0.000911653058312	-0.000911653058312	-0.000911653058312	0.000911653058312	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8757405565	-2.93706041071	1000.0	1000.0	0.000746392649357
37.0	4.486827663	0.266466387432	5.2467059491	0.0	0.0	0.0	0.0	0.0	0.0266466387432	-0.000746392649357	0.000746392649357	0.000746392649357	0.000746392649357	0.000746392649357	0.000746392649357	-0.000746392649357	-0.000746392649357	0.000746392649357	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.86827663	-2.66466387432	1000.0	1000.0	0.0006110899113
38.0	4.48621657309	0.241690182344	5.2720932441	0.0	0.0	0.0	0.0	0.0	0.0241690182344	-0.0006110899113	0.0006110899113	0.0006110899113	0.0006110899113	0.0006110899113	0.0006110899113	-0.0006110899113	-0.0006110899113	0.0006110899113	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8621657309	-2.41690182344	1000.0	1000.0	0.000500314250537
39.0	4.48571625884	0.219166337373	5.29511740332	0.0	0.0	0.0	0.0	0.0	0.0219166337373	-0.000500314250537	0.000500314250537	0.000500314250537	0.000500314250537	0.000500314250537	0.000500314250537	-0.000500314250537	-0.000500314250537	0.000500314250537	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8571625884	-2.19166337373	1000.0	1000.0	0.000409619507479
40.0	4.48530663933	0.198699620795	5.3159937394	0.0	0.0	0.0	0.0	0.0	0.0198699620795	-0.000409619507479	0.000409619507479	0.000409619507479	0.000409619507479	0.000409619507479	0.000409619507479	-0.000409619507479	-0.000409619507479	0.000409619507479	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8530663933	-1.98699620795	1000.0	1000.0	0.000335365502678
41.0	4.48497127383	0.180109915616	5.33491881009	0.0	0.0	0.0	0.0	0.0	0.0180109915616	-0.000335365502678	0.000335365502678	0.000335365502678	0.000335365502678	0.000335365502678	0.000335365502678	-0.000335365502678	-0.000335365502678	0.000335365502678	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8497127383	-1.80109915616	1000.0	1000.0	0.000274571932286
42.0	4.48469670189	0.163231409169	5.35207188847	0.0	0.0	0.0	0.0	0.0	0.0163231409169	-0.000274571932286	0.000274571932286	0.000274571932286	0.000274571932286	0.000274571932286	0.000274571932286	-0.000274571932286	-0.000274571932286	0.000274571932286	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8469670189	-1.63231409169	1000.0	1000.0	0.00022479874872
43.0	4.48447190315	0.147911745993	5.36761635039	0.0	0.0	0.0	0.0	0.0	0.0147911745993	-0.00022479874872	0.00022479874872	0.00022479874872	0.00022479874872	0.00022479874872	0.00022479874872	-0.00022479874872	-0.00022479874872	0.00022479874872	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8447190315	-1.47911745993	1000.0	1000.0	0.000184048225388
44.0	4.48428785492	0.134011168133	5.38170097647	0.0	0.0	0.0	0.0	0.0	0.0134011168133	-0.000184048225388	0.000184048225388	0.000184048225388	0.000184048225388	0.000184048225388	0.000184048225388	-0.000184048225388	-0.000184048225388	0.000184048225388	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8428785492	-1.34011168133	1000.0	1000.0	0.000150684774693
45.0	4.48413717015	0.121401660942	5.39446116844	0.0	0.0	0.0	0.0	0.0	0.0121401660942	-0.000150684774693	0.000150684774693	0.000150684774693	0.000150684774693	0.000150684774693	0.000150684774693	-0.000150684774693	-0.000150684774693	0.000150684774693	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8413717015	-1.21401660942	1000.0	1000.0	0.000123369301081
46.0	4.48401380085	0.109966117706	5.40602008098	0.0	0.0	0.0	0.0	0.0	0.0109966117706	-0.000123369301081	0.000123369301081	0.000123369301081	0.000123369301081	0.000123369301081	0.000123369301081	-0.000123369301081	-0.000123369301081	0.000123369301081	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8401380085	-1.09966117706	1000.0	1000.0	0.000101005454277
47.0	4.48391279539	0.0995975326152	5.41648967152	0.0	0.0	0.0	0.0	0.0	0.00995975326152	-0.000101005454277	0.000101005454277	0.000101005454277	0.000101005454277	0.000101005454277	0.000101005454277	-0.000101005454277	-0.000101005454277	0.000101005454277	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8391279539	-0.995975326152	1000.0	1000.0	8.26956254996e-05
48.0	4.48383009977	0.0901982286581	5.42597167111	0.0	0.0	0.0	0.0	0.0	0.00901982286581	-8.26956254996e-05	8.26956254996e-05	8.26956254996e-05	8.26956254996e-05	8.26956254996e-05	8.26956254996e-05	-8.26956254996e-05	-8.26956254996e-05	8.26956254996e-05	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8383009977	-0.901982286581	1000.0	1000.0	6.77049204816e-05
49.0	4.48376239484	0.0816791247116	5.43455847997	0.0	0.0	0.0	0.0	0.0	0.00816791247116	-6.77049204816e-05	6.77049204816e-05	6.77049204816e-05	6.77049204816e-05	6.77049204816e-05	6.77049204816e-05	-6.77049204816e-05	-6.77049204816e-05	6.77049204816e-05	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8376239484	-0.816791247116	1000.0	1000.0	5.543166331e-05
50.0	4.48370696318	0.0739590443031	5.44233399204	0.0	0.0	0.0	0.0	0.0	0.00739590443031	-5.543166331e-05	5.543166331e-05	5.543166331e-05	5.543166331e-05	5.543166331e-05	5.543166331e-05	-5.543166331e-05	-5.543166331e-05	5.543166331e-05	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-44.8370696318	-0.739590443031	1000.0	1000.0	4.53832471942e-05
