time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	RATP	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	Vmax_RATP	bounds__fbalb_EX_adp	bounds__fbalb_EX_atp	bounds__fbalb_EX_glc	bounds__fbalb_EX_pyr	dt	fba__ub_R3	fba__ub_default	fba__zero	k_RATP	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
1000.0	0.9529282711836075	2.0470717288163933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.500000000000002	1.0	-0.001	0.001	-0.0005	0.001	0.0009534249374821181	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.529282711836075	-20.470717288163932	-45.000000000000014	-10.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1100.0	0.9482777032408254	2.0517222967591753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.450000000000002	1.0999999999999999	-0.001	0.001	-0.0005	0.001	0.0009535256012587611	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.482777032408253	-20.517222967591753	-44.500000000000014	-10.999999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1200.0	0.9436371611134273	2.0563628388865736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.400000000000001	1.1999999999999995	-0.001	0.001	-0.0005	0.001	0.0009536256152273359	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.436371611134273	-20.563628388865734	-44.00000000000001	-11.999999999999995	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1300.0	0.9390065801559697	2.0609934198440314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.350000000000002	1.2999999999999994	-0.001	0.001	-0.0005	0.001	0.00095372498635039	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.390065801559697	-20.609934198440314	-43.50000000000002	-12.999999999999993	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1400.0	0.9343858964170959	2.065614103582906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3000000000000025	1.3999999999999992	-0.001	0.001	-0.0005	0.001	0.0009538237214864113	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.343858964170959	-20.65614103582906	-43.00000000000002	-13.999999999999991	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1500.0	0.9297750466287459	2.0702249533712562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.250000000000003	1.4999999999999996	-0.001	0.001	-0.0005	0.001	0.0009539218273918292	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.297750466287459	-20.70224953371256	-42.50000000000002	-14.999999999999995	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1600.0	0.9251739681955194	2.074826031804482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.200000000000003	1.5999999999999994	-0.001	0.001	-0.0005	0.001	0.000954019310722969	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.251739681955193	-20.748260318044817	-42.00000000000003	-15.999999999999993	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1700.0	0.9205825991845024	2.0794174008154993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.150000000000003	1.6999999999999995	-0.001	0.001	-0.0005	0.001	0.0009541161780379556	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.205825991845023	-20.794174008154993	-41.50000000000003	-16.999999999999993	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1800.0	0.9160008783152837	2.0839991216847173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.100000000000003	1.7999999999999992	-0.001	0.001	-0.0005	0.001	0.0009542124357985726	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.160008783152836	-20.83999121684717	-41.00000000000003	-17.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1900.0	0.9114287449501627	2.0885712550498385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.050000000000003	1.8999999999999995	-0.001	0.001	-0.0005	0.001	0.0009543080903720802	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.114287449501626	-20.885712550498383	-40.50000000000003	-18.999999999999993	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2000.0	0.9068661390846303	2.0931338609153713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000000000000003	1.9999999999999991	-0.001	0.001	-0.0005	0.001	0.0009544031480329879	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.068661390846303	-20.931338609153713	-40.00000000000002	-19.99999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2100.0	0.9023130013381374	2.0976869986618647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.950000000000003	2.0999999999999996	-0.001	0.001	-0.0005	0.001	0.0009544976149647841	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-9.023130013381374	-20.976869986618645	-39.50000000000003	-20.999999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2200.0	0.8977692729448682	2.1022307270551335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9000000000000035	2.1999999999999997	-0.001	0.001	-0.0005	0.001	0.0009545914972616326	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.977692729448682	-21.022307270551334	-39.000000000000036	-21.999999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2300.0	0.8932348957448664	2.1067651042551354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8500000000000028	2.3000000000000003	-0.001	0.001	-0.0005	0.001	0.000954684800930023	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.932348957448664	-21.067651042551354	-38.50000000000003	-23.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2400.0	0.8887098121752113	2.1112901878247907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8000000000000025	2.4000000000000004	-0.001	0.001	-0.0005	0.001	0.0009547775318903901	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.887098121752112	-21.112901878247907	-38.00000000000002	-24.000000000000004	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2500.0	0.8841939652615017	2.1158060347385006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.750000000000002	2.500000000000001	-0.001	0.001	-0.0005	0.001	0.0009548696959786909	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.841939652615016	-21.158060347385003	-37.50000000000002	-25.000000000000007	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2600.0	0.8796872986093806	2.120312701390622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.700000000000002	2.6000000000000005	-0.001	0.001	-0.0005	0.001	0.0009549612989479508	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.796872986093804	-21.203127013906215	-37.000000000000014	-26.000000000000004	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2700.0	0.8751897563962446	2.1248102436037577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.650000000000002	2.7	-0.001	0.001	-0.0005	0.001	0.0009550523464697737	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.751897563962446	-21.248102436037577	-36.50000000000002	-27.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2800.0	0.8707012833632249	2.1292987166367774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6000000000000023	2.8000000000000007	-0.001	0.001	-0.0005	0.001	0.0009551428441358164	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.707012833632248	-21.292987166367773	-36.00000000000002	-28.000000000000007	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
2900.0	0.8662218248071252	2.1337781751928766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5500000000000025	2.9000000000000004	-0.001	0.001	-0.0005	0.001	0.0009552327974592349	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.662218248071252	-21.337781751928766	-35.50000000000002	-29.000000000000004	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3000.0	0.8617513265726793	2.1382486734273227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5000000000000027	3.0	-0.001	0.001	-0.0005	0.001	0.0009553222118760938	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.617513265726792	-21.382486734273225	-35.00000000000002	-30.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3100.0	0.8572897350448265	2.1427102649551752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.450000000000003	3.1	-0.001	0.001	-0.0005	0.001	0.0009554110927467492	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.572897350448265	-21.427102649551752	-34.50000000000003	-31.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3200.0	0.8528369971412313	2.1471630028587705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.400000000000003	3.2	-0.001	0.001	-0.0005	0.001	0.0009554994453571979	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.528369971412312	-21.471630028587704	-34.00000000000003	-32.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3300.0	0.8483930603048451	2.151606939695157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3500000000000028	3.3000000000000007	-0.001	0.001	-0.0005	0.001	0.0009555872749204003	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.48393060304845	-21.51606939695157	-33.50000000000003	-33.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3400.0	0.8439578724966658	2.1560421275033357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.300000000000003	3.400000000000001	-0.001	0.001	-0.0005	0.001	0.0009556745865775716	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.439578724966657	-21.560421275033356	-33.00000000000003	-34.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3500.0	0.8395313821885748	2.1604686178114267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2500000000000027	3.500000000000001	-0.001	0.001	-0.0005	0.001	0.0009557613853994489	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.395313821885747	-21.604686178114267	-32.50000000000002	-35.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3600.0	0.8351135383564035	2.164886461643598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2000000000000024	3.600000000000001	-0.001	0.001	-0.0005	0.001	0.0009558476763875258	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.351135383564033	-21.64886461643598	-32.00000000000002	-36.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3700.0	0.8307042904729897	2.1692957095270122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1500000000000026	3.700000000000001	-0.001	0.001	-0.0005	0.001	0.0009559334644752653	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.307042904729895	-21.69295709527012	-31.500000000000025	-37.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3800.0	0.826303588501404	2.1736964114985984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1000000000000028	3.8000000000000007	-0.001	0.001	-0.0005	0.001	0.0009560187545292866	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.26303588501404	-21.736964114985984	-31.000000000000025	-38.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
3900.0	0.8219113828883607	2.1780886171116416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0500000000000025	3.900000000000001	-0.001	0.001	-0.0005	0.001	0.0009561035513505227	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.219113828883607	-21.780886171116414	-30.500000000000025	-39.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4000.0	0.8175276245576281	2.182472375442374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.000000000000002	4.000000000000001	-0.001	0.001	-0.0005	0.001	0.0009561878596753581	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.17527624557628	-21.824723754423736	-30.00000000000002	-40.00000000000001	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4100.0	0.8131522649036645	2.1868477350963373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9500000000000024	4.1000000000000005	-0.001	0.001	-0.0005	0.001	0.0009562716841767399	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.131522649036645	-21.86847735096337	-29.50000000000002	-41.0	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4200.0	0.8087852557853173	2.191214744214685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9000000000000017	4.200000000000002	-0.001	0.001	-0.0005	0.001	0.0009563550294652651	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.087852557853173	-21.91214744214685	-29.000000000000014	-42.000000000000014	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4300.0	0.8044265495195597	2.1955734504804427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.850000000000002	4.300000000000002	-0.001	0.001	-0.0005	0.001	0.0009564379000902493	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.044265495195596	-21.955734504804425	-28.500000000000018	-43.000000000000014	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4400.0	0.8000760988754985	2.199923901124504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.800000000000001	4.400000000000003	-0.001	0.001	-0.0005	0.001	0.000956520300540767	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-8.000760988754983	-21.999239011245038	-28.00000000000001	-44.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4500.0	0.7957338570683451	2.204266142931657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7500000000000013	4.500000000000003	-0.001	0.001	-0.0005	0.001	0.0009566022352466748	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.957338570683451	-22.042661429316567	-27.50000000000001	-45.00000000000002	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4600.0	0.7913997777534951	2.208600222246506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.700000000000001	4.600000000000003	-0.001	0.001	-0.0005	0.001	0.0009566837085796129	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.913997777534951	-22.086002222465062	-27.00000000000001	-46.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4700.0	0.7870738150207984	2.212926184979203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6500000000000012	4.700000000000003	-0.001	0.001	-0.0005	0.001	0.0009567647248539844	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.870738150207984	-22.12926184979203	-26.50000000000001	-47.00000000000003	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4800.0	0.7827559233888477	2.2172440766111534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.600000000000002	4.800000000000002	-0.001	0.001	-0.0005	0.001	0.0009568452883279155	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.8275592338884765	-22.17244076611153	-26.000000000000018	-48.000000000000014	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4900.0	0.7784460577993795	2.2215539422006216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5500000000000016	4.900000000000002	-0.001	0.001	-0.0005	0.001	0.0009569254032041963	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.784460577993794	-22.215539422006216	-25.500000000000014	-49.00000000000002	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5000.0	0.7741441736118165	2.225855826388185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5000000000000018	5.000000000000002	-0.001	0.001	-0.0005	0.001	0.0009570050736312019	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.741441736118165	-22.25855826388185	-25.000000000000018	-50.000000000000014	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5100.0	0.7698502265978102	2.230149773402191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.450000000000002	5.100000000000001	-0.001	0.001	-0.0005	0.001	0.0009570843037037946	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	0.1	-7.698502265978102	-22.30149773402191	-24.500000000000018	-51.000000000000014	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
