time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	dummy_EX_Ac	dummy_EX_Glcxt	dummy_EX_O2	dummy_EX_X	fba__v1	fba__v2	fba__v3	fba__v4	fba__vGlcxt	fba__vO2	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	EX_Ac	EX_Glcxt	EX_O2	EX_X	Y	bounds__Km_vGlcxt	bounds__Vmax_vGlcxt	bounds__lb_default	bounds__ub_default	bounds__ub_vGlcxt	bounds__zero	dt	fba__lb_default	fba__ub_default	fba__ub_vGlcxt	fba__ub_vO2	fba__zero	lb_EX_Ac	lb_EX_Glcxt	lb_EX_O2	lb_EX_X	ub_EX_Ac	ub_EX_Glcxt	ub_EX_O2	ub_EX_X
1.1	0.0	0.0	0.0	0.952935963274	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	0.952935963274	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-9.52935963274	0.0	0.0	0.0	9.52935963274
1.2	0.0	0.0	0.0	1.05864420852	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.05864420852	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-10.5864420852	0.0	0.0	0.0	10.5864420852
1.3	0.0	0.0	0.0	1.16435245376	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.16435245376	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-11.6435245376	0.0	0.0	0.0	11.6435245376
1.4	0.0	0.0	0.0	1.270060699	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.270060699	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-12.70060699	0.0	0.0	0.0	12.70060699
1.5	0.0	0.0	0.0	1.37576894425	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.37576894425	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-13.7576894425	0.0	0.0	0.0	13.7576894425
1.6	0.0	0.0	0.0	1.48147718949	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.48147718949	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-14.8147718949	0.0	0.0	0.0	14.8147718949
1.7	0.0	0.0	0.0	1.58718543473	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.58718543473	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-15.8718543473	0.0	0.0	0.0	15.8718543473
1.8	0.0	0.0	0.0	1.69289367998	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.69289367998	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-16.9289367998	0.0	0.0	0.0	16.9289367998
1.9	0.0	0.0	0.0	1.79860192522	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.79860192522	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-17.9860192522	0.0	0.0	0.0	17.9860192522
2.0	0.0	0.0	0.0	1.90431017046	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	1.90431017046	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-19.0431017046	0.0	0.0	0.0	19.0431017046
2.1	0.0	0.0	0.0	2.01001841571	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.01001841571	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-20.1001841571	0.0	0.0	0.0	20.1001841571
2.2	0.0	0.0	0.0	2.11572666095	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.11572666095	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-21.1572666095	0.0	0.0	0.0	21.1572666095
2.3	0.0	0.0	0.0	2.22143490619	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.22143490619	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-22.2143490619	0.0	0.0	0.0	22.2143490619
2.4	0.0	0.0	0.0	2.32714315143	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.32714315143	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-23.2714315143	0.0	0.0	0.0	23.2714315143
2.5	0.0	0.0	0.0	2.43285139668	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.43285139668	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-24.3285139668	0.0	0.0	0.0	24.3285139668
2.6	0.0	0.0	0.0	2.53855964192	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.53855964192	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-25.3855964192	0.0	0.0	0.0	25.3855964192
2.7	0.0	0.0	0.0	2.64426788716	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.64426788716	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-26.4426788716	0.0	0.0	0.0	26.4426788716
2.8	0.0	0.0	0.0	2.74997613241	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.74997613241	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-27.4997613241	0.0	0.0	0.0	27.4997613241
2.9	0.0	0.0	0.0	2.85568437765	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.85568437765	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-28.5568437765	0.0	0.0	0.0	28.5568437765
3.0	0.0	0.0	0.0	2.96139262289	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	2.96139262289	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-29.6139262289	0.0	0.0	0.0	29.6139262289
3.1	0.0	0.0	0.0	3.06710086814	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.06710086814	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-30.6710086814	0.0	0.0	0.0	30.6710086814
3.2	0.0	0.0	0.0	3.17280911338	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.17280911338	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-31.7280911338	0.0	0.0	0.0	31.7280911338
3.3	0.0	0.0	0.0	3.27851735862	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.27851735862	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-32.7851735862	0.0	0.0	0.0	32.7851735862
3.4	0.0	0.0	0.0	3.38422560387	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.38422560387	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-33.8422560387	0.0	0.0	0.0	33.8422560387
3.5	0.0	0.0	0.0	3.48993384911	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.48993384911	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-34.8993384911	0.0	0.0	0.0	34.8993384911
3.6	0.0	0.0	0.0	3.59564209435	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.59564209435	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-35.9564209435	0.0	0.0	0.0	35.9564209435
3.7	0.0	0.0	0.0	3.7013503396	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.7013503396	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-37.013503396	0.0	0.0	0.0	37.013503396
3.8	0.0	0.0	0.0	3.80705858484	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.80705858484	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-38.0705858484	0.0	0.0	0.0	38.0705858484
3.9	0.0	0.0	0.0	3.91276683008	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	3.91276683008	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-39.1276683008	0.0	0.0	0.0	39.1276683008
4.0	0.0	0.0	0.0	4.01847507532	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.01847507532	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-40.1847507532	0.0	0.0	0.0	40.1847507532
4.1	0.0	0.0	0.0	4.12418332057	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.12418332057	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-41.2418332057	0.0	0.0	0.0	41.2418332057
4.2	0.0	0.0	0.0	4.22989156581	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.22989156581	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-42.2989156581	0.0	0.0	0.0	42.2989156581
4.3	0.0	0.0	0.0	4.33559981105	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.33559981105	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-43.3559981105	0.0	0.0	0.0	43.3559981105
4.4	0.0	0.0	0.0	4.4413080563	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.4413080563	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-44.413080563	0.0	0.0	0.0	44.413080563
4.5	0.0	0.0	0.0	4.54701630154	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.54701630154	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-45.4701630154	0.0	0.0	0.0	45.4701630154
4.6	0.0	0.0	0.0	4.65272454678	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.65272454678	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-46.5272454678	0.0	0.0	0.0	46.5272454678
4.7	0.0	0.0	0.0	4.75843279203	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.75843279203	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-47.5843279203	0.0	0.0	0.0	47.5843279203
4.8	0.0	0.0	0.0	4.86414103727	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.86414103727	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-48.6414103727	0.0	0.0	0.0	48.6414103727
4.9	0.0	0.0	0.0	4.96984928251	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	4.96984928251	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-49.6984928251	0.0	0.0	0.0	49.6984928251
5.0	0.0	0.0	0.0	5.07555752776	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.07555752776	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-50.7555752776	0.0	0.0	0.0	50.7555752776
5.1	0.0	0.0	0.0	5.181265773	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.181265773	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-51.81265773	0.0	0.0	0.0	51.81265773
5.2	0.0	0.0	0.0	5.28697401824	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.28697401824	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-52.8697401824	0.0	0.0	0.0	52.8697401824
5.3	0.0	0.0	0.0	5.39268226349	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.39268226349	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-53.9268226349	0.0	0.0	0.0	53.9268226349
5.4	0.0	0.0	0.0	5.49839050873	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.49839050873	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-54.9839050873	0.0	0.0	0.0	54.9839050873
5.5	0.0	0.0	0.0	5.60409875397	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.60409875397	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-56.0409875397	0.0	0.0	0.0	56.0409875397
5.6	0.0	0.0	0.0	5.70980699921	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.70980699921	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-57.0980699921	0.0	0.0	0.0	57.0980699921
5.7	0.0	0.0	0.0	5.81551524446	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.81551524446	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-58.1551524446	0.0	0.0	0.0	58.1551524446
5.8	0.0	0.0	0.0	5.9212234897	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	5.9212234897	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-59.212234897	0.0	0.0	0.0	59.212234897
5.9	0.0	0.0	0.0	6.02693173494	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	6.02693173494	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-60.2693173494	0.0	0.0	0.0	60.2693173494
6.0	0.0	0.0	0.0	6.13263998019	0.0	0.0	0.0	0.0	0.0	0.0	1.05708245243	0.0	0.0	10.0	13.6575052854	0.0	0.0	0.0	-1.05708245243	0.0	0.0	0.0	1.05708245243	6.13263998019	0.015	10.0	-1000.0	1000.0	0.0	0.0	0.1	-1000.0	1000.0	10.0	15.0	0.0	0.0	0.0	0.0	-61.3263998019	0.0	0.0	0.0	61.3263998019
