	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
MODEL2463683119	9	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	469	0	0	0	0	680	0	R24	2012-12-12	non_curated
MODEL2784700357	3	0	0	0	0	0	0	0	0	0	186	186	L2V3	186	1	744	186	0	0	0	0	209	1	R24	2012-12-12	non_curated
MODEL2937159804	1	0	0	0	0	0	0	0	0	0	14	14	L2V3	14	14	0	14	0	0	0	0	9	0	R24	2012-12-12	non_curated
MODEL3023609334	3	0	0	0	0	0	0	0	0	0	2382	0	L2V1	0	0	11910	2382	0	0	0	0	1972	1	R24	2012-12-12	non_curated
MODEL3023641273	3	0	0	0	0	0	0	0	0	0	2382	0	L2V1	0	0	11910	2382	0	0	0	0	1972	1	R24	2012-12-12	non_curated
MODEL3618435756	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	1406	0	0	0	0	1297	0	R24	2012-12-12	non_curated
MODEL3618487388	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	232	0	0	0	0	255	0	R24	2012-12-12	non_curated
MODEL3631586579	1	0	0	0	0	0	0	0	0	0	850	850	L2V3	850	0	1661	850	0	0	0	0	436	0	R24	2012-12-12	non_curated
MODEL3632127506	2	0	0	0	0	0	0	0	0	0	1750	1750	L2V3	1750	0	3422	1750	0	0	0	0	872	0	R24	2012-12-12	non_curated
MODEL3883569319	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	0	0	0	30965	0	0	0	0	36263	0	R24	2012-12-12	non_curated
MODEL3897771820	1	0	1	1	1	3	0	1	6	0	39	39	L2V1	78	106	0	39	30	0	30	0	30	3	R24	2012-12-12	non_curated
MODEL4028801312	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	3	7	0	0	3	0	1	2	0	3	R24	2012-12-12	non_curated
MODEL4132046015	5	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	534	0	0	0	0	408	0	R24	2012-12-12	non_curated
MODEL4151491057	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	62	113	0	0	62	0	43	19	0	20	R24	2012-12-12	non_curated
MODEL4665428627	2	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	98	0	0	0	0	61	0	R24	2012-12-12	non_curated
MODEL4780181279	1	0	0	0	0	0	0	0	0	0	11	11	L2V1	11	0	19	11	0	0	0	0	17	3	R24	2012-12-12	non_curated
MODEL4780441670	2	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	0	11	6	0	0	0	0	8	3	R24	2012-12-12	non_curated
MODEL4780784080	2	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	0	16	10	0	0	0	0	14	3	R24	2012-12-12	non_curated
MODEL4816599063	1	0	0	0	0	0	0	0	0	0	8	8	L2V3	9	17	0	8	1	0	1	0	12	3	R24	2012-12-12	non_curated
MODEL4821294342	2	0	0	0	0	0	0	0	0	0	9	9	L2V1	9	0	18	9	0	0	0	0	12	4	R24	2012-12-12	non_curated
MODEL4968912141	2	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	0	10	5	0	0	0	0	8	3	R24	2012-12-12	non_curated
MODEL4992089662	3	0	0	0	0	0	0	0	0	0	36	36	L2V4	39	10	96	36	3	0	3	0	47	13	R24	2012-12-12	non_curated
MODEL5662324959	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R24	2012-12-12	non_curated
MODEL5662377562	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R24	2012-12-12	non_curated
MODEL5662398146	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R24	2012-12-12	non_curated
MODEL5662425708	2	0	0	0	0	0	0	0	0	0	690	690	L2V1	690	0	2760	690	0	0	0	0	628	1	R24	2012-12-12	non_curated
MODEL5950552398	1	0	0	0	0	0	0	0	0	0	53	53	L2V4	53	234	0	53	0	0	0	0	61	0	R24	2012-12-12	non_curated
MODEL5952308332	1	0	0	0	0	0	0	0	0	0	11	11	L2V4	11	18	0	11	0	0	0	0	12	0	R24	2012-12-12	non_curated
MODEL5954483266	1	0	0	0	0	0	0	0	0	0	4	4	L2V4	6	12	0	4	2	0	2	0	3	0	R24	2012-12-12	non_curated
MODEL5974712823	2	0	0	0	0	0	0	0	0	0	6	6	L2V1	6	5	0	6	0	0	0	0	10	5	R24	2012-12-12	non_curated
MODEL6185511733	1	0	0	0	0	0	0	0	0	0	12	12	L2V3	12	12	0	12	0	0	0	0	9	0	R24	2012-12-12	non_curated
MODEL6185746832	1	0	0	0	0	0	0	0	0	0	18	18	L2V3	18	18	0	18	0	0	0	0	14	0	R24	2012-12-12	non_curated
MODEL6399676120	8	0	0	0	0	0	0	0	0	0	0	0	L2V3	0	0	0	3742	0	0	0	0	3188	0	R24	2012-12-12	non_curated
MODEL6623617994	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	16	0	85	16	0	0	0	0	22	0	R24	2012-12-12	non_curated
MODEL6624091635	1	0	0	0	0	0	0	0	0	0	29	29	L2V1	29	0	151	29	0	0	0	0	34	0	R24	2012-12-12	non_curated
MODEL6624199343	1	0	0	0	0	0	0	0	0	0	3	3	L2V1	3	0	13	3	0	0	0	0	5	0	R24	2012-12-12	non_curated
MODEL6655501972	1	0	0	0	0	0	0	0	0	0	14	14	L2V3	14	43	0	14	0	0	0	0	19	0	R24	2012-12-12	non_curated
MODEL6960055446	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	48	87	0	0	48	0	33	15	0	4	R24	2012-12-12	non_curated
MODEL6962035527	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	89	168	0	0	89	0	74	15	0	12	R24	2012-12-12	non_curated
MODEL6963432821	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	26	45	0	0	26	0	19	7	0	9	R24	2012-12-12	non_curated
MODEL7434234848	3	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	264	0	0	0	0	255	0	R24	2012-12-12	non_curated
MODEL7519354389	1	0	0	0	0	0	0	0	0	0	56	56	L2V3	62	87	0	56	6	0	4	2	50	1	R24	2012-12-12	non_curated
MODEL7743212613	2	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	41	0	8	0	0	0	0	10	0	R24	2012-12-12	non_curated
MODEL7743315447	2	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	40	0	10	0	0	0	0	12	0	R24	2012-12-12	non_curated
MODEL7743358405	2	0	0	0	0	0	0	0	0	0	12	12	L2V1	12	37	0	12	0	0	0	0	14	0	R24	2012-12-12	non_curated
MODEL7743444866	2	0	1	1	1	3	0	1	0	0	24	24	L2V1	27	100	0	24	0	0	0	0	24	0	R24	2012-12-12	non_curated
MODEL7743528808	2	0	1	1	1	3	0	1	0	0	29	29	L2V1	32	100	0	29	0	0	0	0	29	0	R24	2012-12-12	non_curated
MODEL7743576806	2	0	1	1	1	3	0	1	0	0	33	33	L2V1	36	100	0	33	0	0	0	0	34	0	R24	2012-12-12	non_curated
MODEL7743608569	2	0	1	1	1	3	0	1	0	0	41	41	L2V1	44	95	0	41	0	0	0	0	43	0	R24	2012-12-12	non_curated
MODEL7743631122	2	0	1	1	1	3	0	1	0	0	53	53	L2V1	56	90	0	53	0	0	0	0	54	0	R24	2012-12-12	non_curated
MODEL7814665196	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	102	188	0	0	102	0	67	35	0	23	R24	2012-12-12	non_curated
MODEL7817907010	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	38	100	0	0	38	0	29	9	0	15	R24	2012-12-12	non_curated
MODEL7888000034	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	37	70	0	0	37	0	20	17	0	4	R24	2012-12-12	non_curated
MODEL7889395724	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	26	48	0	0	26	0	18	8	0	13	R24	2012-12-12	non_curated
MODEL7891585309	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	16	49	0	0	16	0	12	4	0	6	R24	2012-12-12	non_curated
MODEL7893871775	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	138	250	0	0	138	0	116	22	0	20	R24	2012-12-12	non_curated
MODEL7896869925	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	9	31	0	0	9	0	4	5	0	8	R24	2012-12-12	non_curated
MODEL7898438988	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	5	12	0	0	5	0	2	3	0	6	R24	2012-12-12	non_curated
MODEL7907879432	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	27	56	0	0	27	0	20	7	0	9	R24	2012-12-12	non_curated
MODEL7908934508	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	11	22	0	0	11	0	7	4	0	7	R24	2012-12-12	non_curated
MODEL7909395757	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	21	35	0	0	21	0	18	3	0	1	R24	2012-12-12	non_curated
MODEL7910499126	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	90	170	0	0	90	0	71	19	0	24	R24	2012-12-12	non_curated
MODEL7914464799	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	195	371	0	0	195	0	150	45	0	29	R24	2012-12-12	non_curated
MODEL7914759868	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	105	217	0	0	105	0	74	31	0	20	R24	2012-12-12	non_curated
MODEL7980735163	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	47	150	0	0	47	0	31	16	0	9	R24	2012-12-12	non_curated
MODEL8102792069	1	0	0	0	0	0	0	0	0	0	6	6	L2V4	7	8	0	6	1	0	1	0	4	7	R24	2012-12-12	non_curated
MODEL8236441887	1	0	0	0	0	0	0	0	0	0	19	19	L2V4	19	73	0	19	0	0	0	0	19	2	R24	2012-12-12	non_curated
MODEL8236480549	1	0	0	0	0	0	0	0	0	0	20	20	L2V4	20	67	0	20	0	0	0	0	20	2	R24	2012-12-12	non_curated
MODEL8236520494	1	0	0	0	0	0	0	0	0	0	7	7	L2V4	7	24	0	7	0	0	0	0	7	2	R24	2012-12-12	non_curated
MODEL8262229752	1	0	0	0	0	0	0	0	0	0	25	25	L2V1	25	25	0	25	0	0	0	0	21	2	R24	2012-12-12	non_curated
MODEL8268650277	1	0	0	0	0	0	0	0	0	0	8	8	L2V4	9	8	0	8	1	0	1	0	4	8	R24	2012-12-12	non_curated
MODEL8459127548	2	0	0	0	0	0	0	0	0	0	34	34	L2V4	34	37	0	34	0	0	0	0	30	6	R24	2012-12-12	non_curated
MODEL8478881246	1	0	0	0	0	0	0	0	0	0	69	69	L2V1	69	3	98	69	0	0	0	0	32	5	R24	2012-12-12	non_curated
MODEL8568434338	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	219	0	0	0	0	225	0	R24	2012-12-12	non_curated
MODEL8683876463	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	87	153	0	0	87	0	65	22	0	17	R24	2012-12-12	non_curated
MODEL8684444027	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	63	153	0	0	63	0	30	33	0	11	R24	2012-12-12	non_curated
MODEL8685104549	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	94	188	0	0	94	0	68	26	0	17	R24	2012-12-12	non_curated
MODEL8686121468	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	16	27	0	0	16	0	12	4	0	7	R24	2012-12-12	non_curated
MODEL8687196544	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	25	47	0	0	25	0	20	5	0	7	R24	2012-12-12	non_curated
MODEL8687732743	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	8	27	0	0	8	0	2	6	0	6	R24	2012-12-12	non_curated
MODEL8938094216	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	18	16	0	16	2	0	2	0	15	1	R24	2012-12-12	non_curated
MODEL9070467164	3	0	0	0	0	0	0	0	0	0	99	99	L2V1	102	0	169	99	3	0	3	0	94	4	R24	2012-12-12	non_curated
MODEL9071122126	2	0	0	0	0	0	0	0	0	0	65	65	L2V1	66	0	108	65	1	0	1	0	64	3	R24	2012-12-12	non_curated
MODEL9071773985	2	0	0	0	0	0	0	0	0	0	82	82	L2V1	83	0	139	82	1	0	1	0	73	4	R24	2012-12-12	non_curated
MODEL9077438479	2	0	0	0	0	0	0	0	0	0	23	23	L2V1	23	0	43	23	0	0	0	0	29	5	R24	2012-12-12	non_curated
MODEL9079179924	2	0	0	0	0	0	0	0	0	0	81	81	L2V1	82	0	136	81	1	0	1	0	81	3	R24	2012-12-12	non_curated
MODEL9079740062	2	0	0	0	0	0	0	0	0	0	23	23	L2V1	23	0	43	23	0	0	0	0	29	5	R24	2012-12-12	non_curated
MODEL9080388197	2	0	0	0	0	0	0	0	0	0	10	10	L2V1	11	0	20	10	1	0	1	0	15	3	R24	2012-12-12	non_curated
MODEL9080747936	2	0	0	0	0	0	0	0	0	0	51	51	L2V1	54	0	84	51	3	0	3	0	50	19	R24	2012-12-12	non_curated
MODEL9081220742	3	0	0	0	0	0	0	0	0	0	196	196	L2V1	200	0	337	196	4	0	4	0	188	5	R24	2012-12-12	non_curated
MODEL9085850385	2	0	0	0	0	0	0	0	0	0	58	58	L2V1	58	0	94	58	0	0	0	0	59	3	R24	2012-12-12	non_curated
MODEL9086207764	4	0	0	0	0	0	0	0	0	0	362	362	L2V1	384	0	570	362	22	0	22	0	284	5	R24	2012-12-12	non_curated
MODEL9086518048	4	0	0	0	0	0	0	0	0	0	367	367	L2V1	389	0	580	367	22	0	22	0	286	5	R24	2012-12-12	non_curated
MODEL9086628127	4	0	0	0	0	0	0	0	0	0	17	17	L2V1	17	0	28	17	0	0	0	0	16	3	R24	2012-12-12	non_curated
MODEL9086926384	3	0	0	0	0	0	0	0	0	0	90	90	L2V1	99	0	148	90	9	0	9	0	85	4	R24	2012-12-12	non_curated
MODEL9086953089	4	0	0	0	0	0	0	0	0	0	117	117	L2V1	126	0	196	117	9	0	9	0	114	5	R24	2012-12-12	non_curated
MODEL9087255381	4	0	0	0	0	0	0	0	0	0	371	371	L2V1	393	0	586	371	22	0	22	0	289	5	R24	2012-12-12	non_curated
MODEL9087474843	4	0	0	0	0	0	0	0	0	0	371	371	L2V1	393	0	586	371	22	0	22	0	290	5	R24	2012-12-12	non_curated
MODEL9087766308	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R24	2012-12-12	non_curated
MODEL9087988095	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R24	2012-12-12	non_curated
MODEL9088169066	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R24	2012-12-12	non_curated
MODEL9088294310	2	0	0	0	0	0	0	0	0	0	2	2	L2V1	2	0	4	2	0	0	0	0	5	3	R24	2012-12-12	non_curated
MODEL9089491423	3	0	0	0	0	0	0	0	0	0	204	204	L2V1	208	0	349	204	4	0	4	0	196	5	R24	2012-12-12	non_curated
MODEL9089538076	3	0	0	0	0	0	0	0	0	0	206	206	L2V1	210	0	353	206	4	0	4	0	200	5	R24	2012-12-12	non_curated
MODEL9089914876	3	0	0	0	0	0	0	0	0	0	202	202	L2V1	206	0	347	202	4	0	4	0	192	5	R24	2012-12-12	non_curated
MODEL9147091146	2	0	0	0	0	0	0	0	0	0	79	79	L2V1	80	0	132	79	1	0	1	0	77	4	R24	2012-12-12	non_curated
MODEL9147232940	2	0	0	0	0	0	0	0	0	0	63	63	L2V1	64	0	104	63	1	0	1	0	64	3	R24	2012-12-12	non_curated
MODEL9147975215	2	0	0	0	0	0	0	0	0	0	29	29	L2V1	29	0	47	29	0	0	0	0	37	3	R24	2012-12-12	non_curated
MODEL9200487367	1	0	0	0	0	0	0	0	0	0	8	8	L2V1	13	9	8	8	5	0	4	1	5	0	R24	2012-12-12	non_curated
MODEL9808533471	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	41	74	0	0	41	0	31	10	0	10	R24	2012-12-12	non_curated
MODEL9810152478	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	100	177	0	0	100	0	70	30	0	16	R24	2012-12-12	non_curated
MODEL9811206584	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	8	22	0	0	8	0	4	4	0	7	R24	2012-12-12	non_curated
