time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	bounds__fbalb_EX_adp	bounds__fbalb_EX_atp	bounds__fbalb_EX_glc	bounds__fbalb_EX_pyr	dt	fba__ub_R3	fba__ub_default	fba__zero	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
500.0	0.5	2.4999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.750000000000002	0.4999999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.0	-24.999999999999993	-47.500000000000014	-4.999999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
520.0	0.48	2.5199999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.740000000000002	0.5199999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.8	-25.199999999999996	-47.40000000000002	-5.1999999999999975	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
540.0	0.46000000000000013	2.539999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.730000000000002	0.5399999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.600000000000001	-25.39999999999999	-47.30000000000002	-5.399999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
560.0	0.4400000000000001	2.559999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.720000000000002	0.5599999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.400000000000001	-25.59999999999999	-47.200000000000024	-5.599999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
580.0	0.4200000000000002	2.5799999999999987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.710000000000003	0.5799999999999997	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.200000000000002	-25.799999999999986	-47.10000000000002	-5.799999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
600.0	0.40000000000000024	2.5999999999999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.700000000000003	0.5999999999999996	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-4.000000000000002	-25.999999999999986	-47.00000000000003	-5.9999999999999964	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
620.0	0.38000000000000034	2.6199999999999983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.690000000000003	0.6199999999999996	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-3.8000000000000034	-26.19999999999998	-46.90000000000003	-6.199999999999995	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
640.0	0.3600000000000003	2.639999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6800000000000015	0.6399999999999997	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-3.600000000000003	-26.399999999999977	-46.80000000000001	-6.399999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
660.0	0.3400000000000003	2.659999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.670000000000001	0.6599999999999997	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-3.400000000000003	-26.599999999999977	-46.7	-6.599999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
680.0	0.3200000000000003	2.6799999999999984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.660000000000001	0.6799999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-3.200000000000003	-26.799999999999983	-46.60000000000001	-6.799999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
700.0	0.3000000000000005	2.6999999999999984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.6999999999999997	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-3.000000000000005	-26.999999999999982	-46.5	-6.999999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
720.0	0.2800000000000005	2.7199999999999984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.7199999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-2.800000000000005	-27.19999999999998	-46.39999999999999	-7.1999999999999975	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
740.0	0.26000000000000056	2.739999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63	0.7399999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-2.6000000000000054	-27.399999999999977	-46.3	-7.399999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
760.0	0.24000000000000055	2.759999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62	0.7599999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-2.4000000000000052	-27.59999999999998	-46.199999999999996	-7.599999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
780.0	0.2200000000000005	2.779999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61	0.7799999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-2.200000000000005	-27.79999999999998	-46.1	-7.799999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
800.0	0.20000000000000046	2.7999999999999976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6000000000000005	0.7999999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-2.0000000000000044	-27.999999999999975	-46.0	-7.999999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
820.0	0.18000000000000055	2.8199999999999976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.8199999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-1.8000000000000054	-28.199999999999974	-45.9	-8.199999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
840.0	0.16000000000000053	2.839999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58	0.8399999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-1.6000000000000052	-28.39999999999998	-45.8	-8.399999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
860.0	0.1400000000000005	2.8599999999999985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.569999999999999	0.8599999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-1.400000000000005	-28.599999999999984	-45.69999999999999	-8.599999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
880.0	0.12000000000000055	2.8799999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56	0.8799999999999999	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-1.2000000000000055	-28.799999999999983	-45.599999999999994	-8.799999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
900.0	0.10000000000000059	2.8999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.550000000000001	0.8999999999999997	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-1.0000000000000058	-28.999999999999986	-45.50000000000001	-8.999999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
920.0	0.08000000000000056	2.9199999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54	0.9199999999999998	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-0.8000000000000055	-29.199999999999985	-45.4	-9.199999999999998	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
940.0	0.06000000000000058	2.9399999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.529999999999999	0.9399999999999997	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-0.6000000000000058	-29.399999999999984	-45.29999999999999	-9.399999999999997	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
960.0	0.04000000000000059	2.9599999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5200000000000005	0.9599999999999996	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-0.4000000000000059	-29.599999999999984	-45.2	-9.599999999999996	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
980.0	0.020000000000000517	2.9799999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.510000000000001	0.98	-0.001	0.001	-0.0005	0.001	0.0005	0.0005	0.001	0.001	-0.001	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-0.20000000000000517	-29.799999999999986	-45.1	-9.799999999999999	-0.001	0.001	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
1000.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1020.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1040.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1060.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1080.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1100.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1120.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
1140.0	5.273559366969494e-16	2.9999999999999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-5.2735593669694936e-15	-29.999999999999982	-45.0	-10.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
